48775,Latin-Caribbean Americans,Amazon,Americas,South America,Brazil,,Uncontacted of Jatapu,1,No,50,,waw,Waiwai - (waw),Ethnic Religion - Animism,,,,Yes,No,No,Yes,Yes,No,No,3,Medium,Free,Low,Moderate,Level 2: Exercise increased caution,A007,C0010,116337,Uncontacted of Jatapu,BRA,BR,,-1.141872,-58.573682,American Peoples,Yes,0,Unengaged and Unreached,EAN,NULL,Ethnic Religion
47161,Latin-Caribbean Americans,Amazon,Americas,South America,Brazil,,Uncontacted of Madeirinha,0,No,25,,und,Undetermined - (und),Ethnic Religion,,,,No,No,No,No,No,No,No,0,Medium,Free,Low,Moderate,Level 2: Exercise increased caution,A007,C0010,116068,Uncontacted of Madeirinha,BRA,BR,,-9.486839,-61.296203,American Peoples,Yes,0,Unengaged and Unreached,E,NULL,Ethnic Religion
47134,Latin-Caribbean Americans,Amazon,Americas,South America,Brazil,,Uncontacted of Mapuera,0,No,25,,und,Undetermined - (und),Ethnic Religion,,,,No,No,No,No,No,No,No,0,Medium,Free,Low,Moderate,Level 2: Exercise increased caution,A007,C0010,116060,Uncontacted of Mapuera,BRA,BR,,-1.111981,-57.586558,American Peoples,Yes,0,Unengaged and Unreached,E,NULL,Ethnic Religion
47159,Latin-Caribbean Americans,Amazon,Americas,South America,Brazil,,Uncontacted of Parauari,0,No,25,,und,Undetermined - (und),Ethnic Religion,,,,No,No,No,No,No,No,No,0,Medium,Free,Low,Moderate,Level 2: Exercise increased caution,A007,C0010,116061,Uncontacted of Parauari,BRA,BR,,-3.445209,-57.646513,American Peoples,Yes,0,Unengaged and Unreached,E,NULL,Ethnic Religion
47156,Latin-Caribbean Americans,Amazon,Americas,South America,Brazil,,Uncontacted of Rio Liberdade,0,No,25,,und,Undetermined - (und),Ethnic Religion,,,,No,No,No,No,No,No,No,0,Medium,Free,Low,Moderate,Level 2: Exercise increased caution,A007,C0010,116064,Uncontacted of Rio Liberdade,BRA,BR,,-10.089675,-52.93349,American Peoples,Yes,0,Unengaged and Unreached,E,NULL,Ethnic Religion
47155,Latin-Caribbean Americans,Amazon,Americas,South America,Brazil,,Uncontacted of Rio Tapirapé,0,No,25,,und,Undetermined - (und),Ethnic Religion,,,,No,No,No,No,No,No,No,0,Medium,Free,Low,Moderate,Level 2: Exercise increased caution,A007,C0010,116065,Uncontacted of Rio Tapirape,BRA,BR,,-10.786424,-51.677953,American Peoples,Yes,0,Unengaged and Unreached,E,NULL,Ethnic Religion
47162,Latin-Caribbean Americans,Amazon,Americas,South America,Brazil,,Uncontacted of Serra do Taquaral,0,No,50,,und,Undetermined - (und),Ethnic Religion,,,,No,No,No,No,No,No,No,0,Medium,Free,Low,Moderate,Level 2: Exercise increased caution,A007,C0010,116069,Uncontacted of Serra do Taquaral,BRA,BR,,-13.313028,-61.760484,American Peoples,Yes,0,Unengaged and Unreached,E,NULL,Ethnic Religion
47133,Latin-Caribbean Americans,Amazon,Americas,South America,Brazil,,Uncontacted of Teles Pires,0,No,25,,und,Undetermined - (und),Ethnic Religion,,,,No,No,No,No,No,No,No,0,Medium,Free,Low,Moderate,Level 2: Exercise increased caution,A007,C0010,116067,Uncontacted of Teles Pires,BRA,BR,,-8.754115,-57.547317,American Peoples,Yes,0,Unengaged and Unreached,E,NULL,Ethnic Religion
17190,Latin-Caribbean Americans,Amazon,Americas,South America,Brazil,,Xambioa,1,No,275,,por,Portuguese - (por),Ethnic Religion,,,,Yes,Yes,Yes,Yes,Yes,No,Yes,6,Medium,Free,Low,Moderate,Level 2: Exercise increased caution,A007,C0010,114752,Xambioa,BRA,BR,,-7.1209,-49.173,American Peoples,Yes,0,Unengaged and Unreached,E,NULL,Ethnic Religion
16972,Latin-Caribbean Americans,Amazon,Americas,South America,Brazil,,Yanoma,1,No,550,,xsu,Sanumá - (xsu),Christianity - Roman Catholic,,,,Yes,Yes,No,Yes,Yes,No,No,4,Medium,Free,Low,Moderate,Level 2: Exercise increased caution,A007,C0010,105090,Yanoma,BRA,BR,,3.94259,-64.466384,American Peoples,Yes,0,Unengaged and Unreached,CRC,NULL,Christianity
16219,Latin-Caribbean Americans,Amazon,Americas,South America,Colombia,,Bora,1,No,"1,200",No,boa,Bora - (boa),Ethnic Religion,,,,Yes,Yes,No,Yes,Yes,No,No,4,Medium,Partly Free,Moderate,Moderate,Level 2: Exercise increased caution,A007,C0010,101612,Bora,COL,CO,,-1.8801,-71.5974,American Peoples,,0,Unengaged and Unreached,E,No,Ethnic Religion
16253,Latin-Caribbean Americans,Amazon,Americas,South America,Colombia,Brazil,Hupdah,1,No,300,Yes,jup,Hupdë - (jup),Ethnic Religion,,,,No,No,No,Yes,No,No,No,1,Medium,Partly Free,Moderate,Moderate,Level 2: Exercise increased caution,A007,C0010,103922,Hupdah,COL,CO,BR,0.77,-69.6588,American Peoples,,0,Unengaged and Unreached,E,Yes,Ethnic Religion
16266,Latin-Caribbean Americans,Amazon,Americas,South America,Colombia,Peru,Ocaina,1,No,125,Yes,spa,Spanish - (spa),Ethnic Religion,,,,Yes,Yes,Yes,Yes,Yes,No,Yes,6,Medium,Partly Free,Moderate,Moderate,Level 2: Exercise increased caution,A007,C0010,107586,Ocaina,COL,CO,PE,-1.49999,-72.74999,American Peoples,,0,Unengaged and Unreached,E,Yes,Ethnic Religion
46590,Latin-Caribbean Americans,Amazon,Americas,South America,Peru,,Cujareno,0,No,225,,cuj,Mashco Piro - (cuj),Ethnic Religion,,,,No,No,No,No,No,No,No,0,Medium,Free,Moderate,Low,Level 1: Exercise normal precautions,A007,C0010,102328,Cujareno,PER,PE,,-11.91709,-70.968446,American Peoples,Yes,0,Unengaged and Unreached,E,NULL,Ethnic Religion
47022,Latin-Caribbean Americans,Amazon,Americas,South America,Peru,,Isconahua,1,No,80,,shp,Shipibo-Conibo - (shp),Ethnic Religion,,,,Yes,Yes,No,Yes,No,No,No,3,Medium,Free,Moderate,Low,Level 1: Exercise normal precautions,A007,C0010,104079,Isconahua,PER,PE,,-7.9299,-74.5528,American Peoples,Yes,0,Unengaged and Unreached,E,NULL,Ethnic Religion
16476,Latin-Caribbean Americans,Amazon,Americas,South America,Venezuela,,Mandahuaca,0,No,"4,800",No,mht,Mandahuaca - (mht),Ethnic Religion,,,,No,No,No,No,No,No,No,0,Medium,Not Free,Moderate,Low,Level 3: Reconsider travel,A007,C0010,106222,Mandawaka,VEN,VE,,1.80371,-66.5022,American Peoples,Yes,0,Unengaged and Unreached,E,No,Ethnic Religion
16459,Latin-Caribbean Americans,Amazon,Americas,South America,Venezuela,Colombia,"Motilon, Bari",1,No,"2,200",Yes,mot,Barí - (mot),Ethnic Religion,,,,No,No,No,Yes,No,No,No,1,Medium,Not Free,Moderate,Low,Level 3: Reconsider travel,A007,C0010,106823,"Motilone, Bari",VEN,VE,CO,9.28923,-72.70843,American Peoples,,0,Unengaged and Unreached,E,Yes,Ethnic Religion
16493,Latin-Caribbean Americans,Amazon,Americas,South America,Venezuela,,Sanuma,1,No,"3,000",No,xsu,Sanumá - (xsu),Ethnic Religion,,,,Yes,Yes,No,Yes,Yes,No,No,4,Medium,Not Free,Moderate,Low,Level 3: Reconsider travel,A007,C0010,108685,"Sanuma, Guaika",VEN,VE,,4.42356,-64.51677,American Peoples,,0,Unengaged and Unreached,E,No,Ethnic Religion
17333,Latin-Caribbean Americans,Aymara,Americas,South America,Argentina,Bolivia,"Aymara, Central",1,No,"30,000",Yes,ayr,Central Aymara - (ayr),Ethnic Religion,,,,Yes,Yes,No,Yes,Yes,No,No,4,Low,Free,Low,Low,Level 1: Exercise normal precautions,A007,C0027,101884,"Aymara, Central",ARG,AR,BL,-24.3794,-65.1318,American Peoples,,0,Unengaged and Unreached,E,Yes,Ethnic Religion
33550,Latin-Caribbean Americans,Aztec,Americas,Central America,Mexico,,Huichol,2,No,"77,000",,spa,Spanish - (spa),Christianity - Roman Catholic,,,,Yes,Yes,Yes,Yes,Yes,No,Yes,6,Medium,Partly Free,Moderate,High,Level 2: Exercise increased caution,A007,C0029,103898,Huichol,MEX,MX,,22.189444,-104.240833,American Peoples,Yes,0,Unengaged and Unreached,CRC,No,Christianity
48656,Latin-Caribbean Americans,Aztec,Americas,Central America,Mexico,,"Nahuatl, Durango",1,No,"4,000",,spa,Spanish - (spa),Christianity - Roman Catholic,,,,Yes,Yes,Yes,Yes,Yes,No,Yes,6,Medium,Partly Free,Moderate,High,Level 2: Exercise increased caution,A007,C0029,103899,"Nahuatl, Western Durango",MEX,MX,,22.703611,-104.614444,American Peoples,Yes,0,Unengaged and Unreached,CRC,NULL,Christianity
48655,Latin-Caribbean Americans,Aztec,Americas,Central America,Mexico,,"Nahuatl, Temascaltepec",1,No,"3,400",,spa,Spanish - (spa),Christianity - Roman Catholic,,,,Yes,Yes,Yes,Yes,Yes,No,Yes,6,Medium,Partly Free,Moderate,High,Level 2: Exercise increased caution,A007,C0029,109933,"Nahuatl, Temascaltepec",MEX,MX,,19.148333,-99.926944,American Peoples,Yes,0,Unengaged and Unreached,CRC,NULL,Christianity
48654,Latin-Caribbean Americans,Aztec,Americas,Central America,Mexico,,"Nahuatl, Western Coastal",1,No,"18,000",,spa,Spanish - (spa),Christianity - Roman Catholic,,,,Yes,Yes,Yes,Yes,Yes,No,Yes,6,Medium,Partly Free,Moderate,High,Level 2: Exercise increased caution,A007,C0029,106610,"Nahuatl, Michoacan",MEX,MX,,18.341111,-103.307778,American Peoples,Yes,0,Unengaged and Unreached,CRC,NULL,Christianity
47578,Latin-Caribbean Americans,Aztec,Americas,Northern America,United States,Mexico,Cora,1,No,600,Yes,crn,El Nayar Cora - (crn),Ethnic Religion,,,,Yes,Yes,No,Yes,Yes,No,No,4,Little,Free,Moderate,Moderate,Caution,A007,C0029,102289,Cora,USA,US,MX,38.545743,-106.92526,American Peoples,,0,Unengaged and Unreached,E,Yes,Ethnic Religion
49319,Latin-Caribbean Americans,Aztec,Americas,Northern America,United States,Mexico,Huichol,1,No,"7,700",,spa,Spanish - (spa),Christianity - Roman Catholic,,,,Yes,Yes,Yes,Yes,Yes,No,Yes,6,Little,Free,Moderate,Moderate,Caution,A007,C0029,103898,Huichol,USA,US,MX,41.849788,-87.677628,American Peoples,Yes,0,Unengaged and Unreached,CRC,Yes,Christianity
47178,Latin-Caribbean Americans,Aztec,Americas,Northern America,United States,,"Nahuatl, Tenango",1,No,"7,500",,nhi,Zacatlan-Ahuacatlan-Tepetzintla Nahuatl - (nhi),Christianity - Roman Catholic,,,,Yes,No,No,Yes,Yes,No,No,3,Little,Free,Moderate,Moderate,Caution,A007,C0029,114873,"Nahuatl, Tenango",USA,US,,37.987148,-120.371234,American Peoples,Yes,0,Unengaged and Unreached,CRC,NULL,Christianity
47024,Latin-Caribbean Americans,Guarani,Americas,South America,Argentina,Paraguay,Lengua,1,No,"1,400",Yes,enx,Enxet - (enx),Christianity - Roman Catholic,,,,Yes,No,No,Yes,Yes,No,No,3,Low,Free,Low,Low,Level 1: Exercise normal precautions,A007,C0083,117064,Enxet,ARG,AR,PA,-23.895528,-61.853909,American Peoples,Yes,0,Unengaged and Unreached,CRC,Yes,Christianity
17432,Latin-Caribbean Americans,Guarani,Americas,South America,Bolivia,,"Guarani, Western Bolivian",2,No,"10,000",,gnw,Western Bolivian Guaraní - (gnw),Christianity - Roman Catholic,,,,Yes,Yes,No,Yes,Yes,No,No,4,Medium,Partly Free,Low,Low,Level 1: Exercise normal precautions,A007,C0083,103505,"Guarani, Western Bolivian",BOL,BL,,-20.28192,-64.16621,American Peoples,Yes,0,Unengaged and Unreached,CRC,NULL,Christianity
16518,Latin-Caribbean Americans,Guarani,Americas,South America,Brazil,,Amanaye,1,No,125,,por,Portuguese - (por),Ethnic Religion,,,,Yes,Yes,Yes,Yes,Yes,No,Yes,6,Medium,Free,Low,Moderate,Level 2: Exercise increased caution,A007,C0083,100250,Amanaye,BRA,BR,,-3.2873,-48.4046,American Peoples,Yes,0,Unengaged and Unreached,E,NULL,Ethnic Religion
16521,Latin-Caribbean Americans,Guarani,Americas,South America,Brazil,,Amundava,1,No,200,,adw,Amundava - (adw),Ethnic Religion,,,,No,No,No,No,No,No,No,0,Medium,Free,Low,Moderate,Level 2: Exercise increased caution,A007,C0083,100301,Amundava,BRA,BR,,-8.5902,-61.1613,American Peoples,Yes,0,Unengaged and Unreached,E,NULL,Ethnic Religion
16525,Latin-Caribbean Americans,Guarani,Americas,South America,Brazil,,Anambe,1,No,125,,por,Portuguese - (por),Ethnic Religion,,,,Yes,Yes,Yes,Yes,Yes,No,Yes,6,Medium,Free,Low,Moderate,Level 2: Exercise increased caution,A007,C0083,100315,Anambe,BRA,BR,,-2.841756,-49.314521,American Peoples,Yes,0,Unengaged and Unreached,E,NULL,Ethnic Religion
16528,Latin-Caribbean Americans,Guarani,Americas,South America,Brazil,,Apiaka,1,No,950,,api,Apiaká - (api),Ethnic Religion,,,,No,No,No,No,No,No,No,0,Medium,Free,Low,Moderate,Level 2: Exercise increased caution,A007,C0083,100415,Apiaca',BRA,BR,,-10.943,-57.286,American Peoples,Yes,0,Unengaged and Unreached,E,NULL,Ethnic Religion
16548,Latin-Caribbean Americans,Guarani,Americas,South America,Brazil,,Arawete,1,No,400,,awt,Araweté - (awt),Ethnic Religion,,,,No,No,No,No,No,No,No,0,Medium,Free,Low,Moderate,Level 2: Exercise increased caution,A007,C0083,100474,Arawete,BRA,BR,,-5.313,-52.838,American Peoples,Yes,0,Unengaged and Unreached,E,NULL,Ethnic Religion
16556,Latin-Caribbean Americans,Guarani,Americas,South America,Brazil,,Asurini Xingu,1,No,175,,asn,Xingú Asuriní - (asn),Ethnic Religion,,,,No,No,No,No,No,No,No,0,Medium,Free,Low,Moderate,Level 2: Exercise increased caution,A007,C0083,100583,"Asurini, Xingu",BRA,BR,,-4.166667,-52.416667,American Peoples,Yes,0,Unengaged and Unreached,E,NULL,Ethnic Religion
16559,Latin-Caribbean Americans,Guarani,Americas,South America,Brazil,,Ava-Canoeiro,0,No,15,,avv,Avá-Canoeiro - (avv),Ethnic Religion,,,,No,No,No,No,No,No,No,0,Medium,Free,Low,Moderate,Level 2: Exercise increased caution,A007,C0083,100632,Ava-Canoeiro,BRA,BR,,-13.75,-48.25,American Peoples,Yes,0,Unengaged and Unreached,E,NULL,Ethnic Religion
46935,Latin-Caribbean Americans,Guarani,Americas,South America,Brazil,,Diahoi,1,No,100,,pah,Tenharim - (pah),Ethnic Religion,,,,Yes,No,No,Yes,No,No,No,2,Medium,Free,Low,Moderate,Level 2: Exercise increased caution,A007,C0083,115079,Diahoi,BRA,BR,,-7.928576,-62.223347,American Peoples,Yes,0,Unengaged and Unreached,E,NULL,Ethnic Religion
16815,Latin-Caribbean Americans,Guarani,Americas,South America,Brazil,Peru,Kokama,2,No,"9,600",Yes,por,Portuguese - (por),Ethnic Religion,,,,Yes,Yes,Yes,Yes,Yes,No,Yes,6,Medium,Free,Low,Moderate,Level 2: Exercise increased caution,A007,C0083,102247,Kokama,BRA,BR,PE,-3.333333,-64.833333,American Peoples,,0,Unengaged and Unreached,E,Yes,Ethnic Religion
46973,Latin-Caribbean Americans,Guarani,Americas,South America,Brazil,,Pitaguari,1,No,"2,800",,por,Portuguese - (por),Ethnic Religion,,,,Yes,Yes,Yes,Yes,Yes,No,Yes,6,Medium,Free,Low,Moderate,Level 2: Exercise increased caution,A007,C0083,115357,Pitaguari,BRA,BR,,-4,-38.5,American Peoples,Yes,0,Unengaged and Unreached,E,NULL,Ethnic Religion
17149,Latin-Caribbean Americans,Guarani,Americas,South America,Brazil,,Tupinamba,1,No,"4,700",,por,Portuguese - (por),Ethnic Religion,,,,Yes,Yes,Yes,Yes,Yes,No,Yes,6,Medium,Free,Low,Moderate,Level 2: Exercise increased caution,A007,C0083,110293,Tupinamba,BRA,BR,,-14.9844,-39.0588,American Peoples,Yes,0,Unengaged and Unreached,E,NULL,Ethnic Religion
17151,Latin-Caribbean Americans,Guarani,Americas,South America,Brazil,,Tupinikin,1,No,"2,600",,por,Portuguese - (por),Christianity - Roman Catholic,,,,Yes,Yes,Yes,Yes,Yes,No,Yes,6,Medium,Free,Low,Moderate,Level 2: Exercise increased caution,A007,C0083,110294,Tupinikin,BRA,BR,,-19.937383,-40.181531,American Peoples,Yes,0,Unengaged and Unreached,CRC,NULL,Christianity
47119,Latin-Caribbean Americans,Guarani,Americas,South America,Brazil,,Uraparaquara,0,No,100,,urz,Uru-Eu-Wau-Wau - (urz),Ethnic Religion,,,,No,No,No,No,No,No,No,0,Medium,Free,Low,Moderate,Level 2: Exercise increased caution,A007,C0083,116155,Uraparaquara,BRA,BR,,-11.666667,-63.666667,American Peoples,Yes,0,Unengaged and Unreached,E,NULL,Ethnic Religion
17202,Latin-Caribbean Americans,Guarani,Americas,South America,Brazil,,Yakarawakta,1,No,30,,por,Portuguese - (por),Ethnic Religion,,,,Yes,Yes,Yes,Yes,Yes,No,Yes,6,Medium,Free,Low,Moderate,Level 2: Exercise increased caution,A007,C0083,114754,Yakarawakta,BRA,BR,,-9.25,-59,American Peoples,Yes,0,Unengaged and Unreached,E,NULL,Ethnic Religion
46975,Latin-Caribbean Americans,Guarani,Americas,South America,Brazil,,Zoe,0,No,425,,pto,Zo'é - (pto),Ethnic Religion,,,,No,No,No,No,No,No,No,0,Medium,Free,Low,Moderate,Level 2: Exercise increased caution,A007,C0083,108136,Poturu,BRA,BR,,-1.900654,-55.518519,American Peoples,Yes,0,Unengaged and Unreached,E,NULL,Ethnic Religion
16231,Latin-Caribbean Americans,Guarani,Americas,South America,Colombia,Peru,Cocama-Cocamilla,1,No,"2,200",Yes,spa,Spanish - (spa),Ethnic Religion,,,,Yes,Yes,Yes,Yes,Yes,No,Yes,6,Medium,Partly Free,Moderate,Moderate,Level 2: Exercise increased caution,A007,C0083,102247,Kokama,COL,CO,PE,-3.7601,-70.411,American Peoples,,0,Unengaged and Unreached,E,Yes,Ethnic Religion
49258,Latin-Caribbean Americans,Guarani,Americas,South America,Paraguay,,Enlhet,1,No,"7,200",,enl,Enlhet - (enl),Christianity - Roman Catholic,,,,Yes,No,No,Yes,No,No,No,2,Medium,Partly Free,Low,Low,Level 1: Exercise normal precautions,A007,C0083,117063,Enlhet,PRY,PA,,-22.351541,-60.02849,American Peoples,Yes,0,Unengaged and Unreached,CRC,NULL,Christianity
17247,Latin-Caribbean Americans,Guarani,Americas,South America,Paraguay,,Enxet,1,No,"5,700",No,enx,Enxet - (enx),Ethnic Religion,,,,Yes,No,No,Yes,Yes,No,No,3,Medium,Partly Free,Low,Low,Level 1: Exercise normal precautions,A007,C0083,117064,Enxet,PRY,PA,,-23.44629,-58.838404,American Peoples,Yes,0,Unengaged and Unreached,E,No,Ethnic Religion
17221,Latin-Caribbean Americans,Guarani,Americas,South America,Paraguay,Bolivia,"Guarani, Eastern Bolivian",1,No,"2,100",Yes,gui,Eastern Bolivian Guaraní - (gui),Ethnic Religion,,,,Yes,Yes,No,Yes,Yes,No,No,4,Medium,Partly Free,Low,Low,Level 1: Exercise normal precautions,A007,C0083,102160,"Guarani, Eastern Bolivian",PRY,PA,BL,-22.0878,-60.471,American Peoples,,0,Unengaged and Unreached,E,Yes,Ethnic Religion
49288,Latin-Caribbean Americans,Maya,Americas,Northern America,United States,Guatemala,Quiche,1,No,"273,000",,quc,K'iche' - (quc),Ethnic Religion,,,,Yes,Yes,No,Yes,Yes,No,No,4,Little,Free,Moderate,Moderate,Caution,A007,C0136,101930,"Quiche, Central",USA,US,GT,29.76,-95.36,American Peoples,,0,Unengaged and Unreached,E,Yes,Ethnic Religion
39104,Latin-Caribbean Americans,Mixe,Americas,Central America,Mexico,,"Mixe, Tlahuitoltepec",2,No,"17,500",,mxp,Tlahuitoltepec Mixe - (mxp),Christianity - Roman Catholic,,,,Yes,No,No,Yes,No,No,No,2,Medium,Partly Free,Moderate,High,Level 2: Exercise increased caution,A007,C0143,110796,"Mixe, Tlahuitoltepec",MEX,MX,,17.093056,-96.064444,American Peoples,Yes,0,Unengaged and Unreached,CRC,NULL,Christianity
39085,Latin-Caribbean Americans,Other Central American Indigenous,Americas,Central America,Mexico,,Ixcatec,1,No,425,,spa,Spanish - (spa),Christianity - Roman Catholic,,,,Yes,Yes,Yes,Yes,Yes,No,Yes,6,Medium,Partly Free,Moderate,High,Level 2: Exercise increased caution,A007,C0165,104129,Ixcateco,MEX,MX,,17.852778,-97.192778,American Peoples,Yes,0,Unengaged and Unreached,CRC,NULL,Christianity
39249,Latin-Caribbean Americans,Other Central American Indigenous,Americas,Central America,Mexico,,Matlatzinca,1,No,"1,100",,spa,Spanish - (spa),Christianity - Roman Catholic,,,,Yes,Yes,Yes,Yes,Yes,No,Yes,6,Medium,Partly Free,Moderate,High,Level 2: Exercise increased caution,A007,C0165,103052,"Matlatzinca, San Francisco de los Ranchos",MEX,MX,,19.168889,-99.901944,American Peoples,Yes,0,Unengaged and Unreached,CRC,NULL,Christianity
49289,Latin-Caribbean Americans,Other Central American Indigenous,Americas,Northern America,United States,Mexico,"Tlapanec, Northern",1,No,"17,000",Yes,tpx,Acatepec Me'phaa - (tpx),Christianity - Roman Catholic,,,,Yes,Yes,No,Yes,No,No,No,3,Little,Free,Moderate,Moderate,Caution,A007,C0165,100034,"Tlapanec, Acatepec",USA,US,MX,38.982366,-95.248048,American Peoples,,0,Unengaged and Unreached,CRC,Yes,Christianity
50147,Latin-Caribbean Americans,Other Hispanic American,Americas,South America,Argentina,,Ava Guarani,1,No,"20,500",,spa,Spanish - (spa),Christianity - Roman Catholic,,,,Yes,Yes,Yes,Yes,Yes,No,Yes,6,Low,Free,Low,Low,Level 1: Exercise normal precautions,A007,C0168,102161,Ava Guarani,ARG,AR,,-23.1336,-64.3175,American Peoples,,0,Unengaged and Unreached,CRC,NULL,Christianity
17222,Latin-Caribbean Americans,Other Hispanic American,Americas,South America,Paraguay,,"Guarani, Ava",1,No,"14,000",No,nhd,Chiripá - (nhd),Ethnic Religion,,,,Yes,No,No,Yes,No,No,No,2,Medium,Partly Free,Low,Low,Level 1: Exercise normal precautions,A007,C0168,102161,Ava Guarani,PRY,PA,,-25.412395,-55.381363,American Peoples,,0,Unengaged and Unreached,E,No,Ethnic Religion
17364,Latin-Caribbean Americans,Quechua,Americas,South America,Argentina,,"Quichua, Santiago de Estero",2,No,"64,000",,qus,Santiago del Estero Quichua - (qus),Ethnic Religion,,,,Yes,No,No,Yes,No,No,No,2,Low,Free,Low,Low,Level 1: Exercise normal precautions,A007,C0185,108678,"Quichua, Santiago del Estero",ARG,AR,,-27.422553,-63.59383,American Peoples,Yes,0,Unengaged and Unreached,E,NULL,Ethnic Religion
50155,Latin-Caribbean Americans,Quechua,Americas,South America,Argentina,,Tonokote,1,No,"5,700",,spa,Spanish - (spa),Christianity - Roman Catholic,,,,Yes,Yes,Yes,Yes,Yes,No,Yes,6,Low,Free,Low,Low,Level 1: Exercise normal precautions,A007,C0185,118615,Tonocote,ARG,AR,,-28.2233,-63.6547,American Peoples,Yes,0,Unengaged and Unreached,CRC,NULL,Christianity
46889,Latin-Caribbean Americans,Quechua,Americas,South America,Colombia,,Yanacona,1,No,"40,000",,spa,Spanish - (spa),Christianity - Roman Catholic,,,,Yes,Yes,Yes,Yes,Yes,No,Yes,6,Medium,Partly Free,Moderate,Moderate,Level 2: Exercise increased caution,A007,C0185,115194,Yanacona,COL,CO,,2.2666,-76.6908,American Peoples,Yes,0,Unengaged and Unreached,CRC,NULL,Christianity
17526,Latin-Caribbean Americans,Quechua,Americas,South America,Peru,,"Quechua, Ancash,  Conchucos, Northern",3,No,"115,000",,qxn,Northern Conchucos Ancash Quechua - (qxn),Ethnic Religion,,,,Yes,Yes,No,Yes,Yes,No,No,4,Medium,Free,Moderate,Low,Level 1: Exercise normal precautions,A007,C0185,102279,"Quechua, Northern Conchucos Ancash",PER,PE,,-8.8172,-77.3492,American Peoples,Yes,0,Unengaged and Unreached,E,NULL,Ethnic Religion
17599,Latin-Caribbean Americans,Quechua,Americas,South America,Peru,Ecuador,"Quichua, Tigre",1,No,"2,000",Yes,qvz,Northern Pastaza Quichua - (qvz),Ethnic Religion,,,,Yes,No,No,Yes,Yes,No,No,3,Medium,Free,Moderate,Low,Level 1: Exercise normal precautions,A007,C0185,108245,"Quichua, Northern Pastaza",PER,PE,EC,-3.0295,-75.2945,American Peoples,Yes,0,Unengaged and Unreached,E,Yes,Ethnic Religion
50146,Latin-Caribbean Americans,South American Indigenous,Americas,South America,Argentina,,Atacama,1,No,"16,000",,spa,Spanish - (spa),Christianity - Roman Catholic,,,,Yes,Yes,Yes,Yes,Yes,No,Yes,6,Low,Free,Low,Low,Level 1: Exercise normal precautions,A007,C0201,105433,Atacameno,ARG,AR,,-23.398617,-66.385047,American Peoples,Yes,0,Unengaged and Unreached,CRC,NULL,Christianity
50148,Latin-Caribbean Americans,South American Indigenous,Americas,South America,Argentina,,Charrua,1,No,"17,000",,spa,Spanish - (spa),Christianity - Roman Catholic,,,,Yes,Yes,Yes,Yes,Yes,No,Yes,6,Low,Free,Low,Low,Level 1: Exercise normal precautions,A007,C0201,116316,Charrua,ARG,AR,,-31.3848,-58.0252,American Peoples,Yes,0,Unengaged and Unreached,CRC,NULL,Christianity
50149,Latin-Caribbean Americans,South American Indigenous,Americas,South America,Argentina,,Comechingon,1,No,"39,500",,spa,Spanish - (spa),Christianity - Roman Catholic,,,,Yes,Yes,Yes,Yes,Yes,No,Yes,6,Low,Free,Low,Low,Level 1: Exercise normal precautions,A007,C0201,116317,Comechingon,ARG,AR,,-33.1135,-64.3445,American Peoples,Yes,0,Unengaged and Unreached,CRC,NULL,Christianity
50150,Latin-Caribbean Americans,South American Indigenous,Americas,South America,Argentina,,Diaguita Cacano,1,No,"2,300",,spa,Spanish - (spa),Christianity - Roman Catholic,,,,Yes,Yes,Yes,Yes,Yes,No,Yes,6,Low,Free,Low,Low,Level 1: Exercise normal precautions,A007,C0201,118618,Diaguita Cacano,ARG,AR,,-28.6542,-63.7877,American Peoples,Yes,0,Unengaged and Unreached,CRC,NULL,Christianity
43710,Latin-Caribbean Americans,South American Indigenous,Americas,South America,Argentina,,Diaguita Calchaqui,2,No,"75,000",,spa,Spanish - (spa),Ethnic Religion,,,,Yes,Yes,Yes,Yes,Yes,No,Yes,6,Low,Free,Low,Low,Level 1: Exercise normal precautions,A007,C0201,115124,Diaguita,ARG,AR,,-26.070383,-65.970151,American Peoples,Yes,0,Unengaged and Unreached,E,NULL,Ethnic Religion
50145,Latin-Caribbean Americans,South American Indigenous,Americas,South America,Argentina,,Huarpe,1,No,"39,500",,spa,Spanish - (spa),Christianity - Roman Catholic,,,,Yes,Yes,Yes,Yes,Yes,No,Yes,6,Low,Free,Low,Low,Level 1: Exercise normal precautions,A007,C0201,116318,Huarpe,ARG,AR,,-32.7591,-68.4032,American Peoples,Yes,0,Unengaged and Unreached,CRC,NULL,Christianity
50151,Latin-Caribbean Americans,South American Indigenous,Americas,South America,Argentina,,Lule,1,No,"4,200",,spa,Spanish - (spa),Christianity - Roman Catholic,,,,Yes,Yes,Yes,Yes,Yes,No,Yes,6,Low,Free,Low,Low,Level 1: Exercise normal precautions,A007,C0201,116320,Lule,ARG,AR,,-26.7888,-65.4713,American Peoples,Yes,0,Unengaged and Unreached,CRC,NULL,Christianity
50152,Latin-Caribbean Americans,South American Indigenous,Americas,South America,Argentina,,Omaguaca,1,No,"7,900",,spa,Spanish - (spa),Christianity - Roman Catholic,,,,Yes,Yes,Yes,Yes,Yes,No,Yes,6,Low,Free,Low,Low,Level 1: Exercise normal precautions,A007,C0201,116322,Omaguaca,ARG,AR,,-23.2064,-65.3487,American Peoples,Yes,0,Unengaged and Unreached,CRC,NULL,Christianity
